#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_001515905.1	PRJNA295311	SAMN04045678	LOCF00000000.1	na	1714252	1714252	Vulcanisaeta sp. OSP_8			latest	Scaffold	Major	Full	2016/01/15	ASM151590v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/905/GCA_001515905.1_ASM151590v1	derived from metagenome ; low contig N50
GCA_001516705.1	PRJNA295311	SAMN04045679	LOCE00000000.1	na	1714253	1714253	Vulcanisaeta sp. JCHS_4			latest	Scaffold	Major	Full	2016/01/15	ASM151670v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/705/GCA_001516705.1_ASM151670v1	derived from metagenome
GCA_001515815.1	PRJNA295311	SAMN04045691	LOCD00000000.1	na	1714254	1714254	Caldivirga sp. JCHS_4			latest	Scaffold	Major	Full	2016/01/15	ASM151581v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/815/GCA_001515815.1_ASM151581v1	derived from metagenome ; low contig N50
GCA_001515805.1	PRJNA295311	SAMN04045692	LOCC00000000.1	na	1714255	1714255	Caldivirga sp. CIS_19			latest	Scaffold	Major	Full	2016/01/15	ASM151580v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/805/GCA_001515805.1_ASM151580v1	derived from metagenome ; low contig N50
GCA_001516725.1	PRJNA295311	SAMN04045693	LOCB00000000.1	na	1714256	1714256	Caldivirga sp. MG_3			latest	Scaffold	Major	Full	2016/01/15	ASM151672v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/725/GCA_001516725.1_ASM151672v1	derived from metagenome
GCA_001516665.1	PRJNA295311	SAMN04045694	LOCA00000000.1	na	1714257	1714257	Thermoproteus sp. CIS_19			latest	Scaffold	Major	Full	2016/01/15	ASM151666v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/665/GCA_001516665.1_ASM151666v1	derived from metagenome
GCA_001516655.1	PRJNA295311	SAMN04045695	LOBZ00000000.1	na	1714258	1714258	Thermoproteus sp. JCHS_4			latest	Scaffold	Major	Full	2016/01/15	ASM151665v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/655/GCA_001516655.1_ASM151665v1	derived from metagenome
GCA_001515825.1	PRJNA295311	SAMN04045696	LOBY00000000.1	na	1714259	1714259	Pyrobaculum sp. OCT_11			latest	Scaffold	Major	Full	2016/01/15	ASM151582v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/825/GCA_001515825.1_ASM151582v1	derived from metagenome ; low contig N50
GCA_001515835.1	PRJNA295311	SAMN04045697	LOBX00000000.1	na	1714260	1714260	Pyrobaculum sp. JCHS_4			latest	Scaffold	Major	Full	2016/01/15	ASM151583v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/835/GCA_001515835.1_ASM151583v1	derived from metagenome ; low contig N50
GCA_001516585.1	PRJNA295311	SAMN04045698	LOBW00000000.1	na	1714261	1714261	Thermocladium sp. ECH_B			latest	Contig	Major	Full	2016/01/15	ASM151658v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/585/GCA_001516585.1_ASM151658v1	derived from metagenome
GCA_001304615.1	PRJNA295508	SAMN04074913	LKAZ00000000.1	representative genome	1715806	1715806	Methanosarcina flavescens	strain=E03.2		latest	Contig	Major	Full	2015/09/30	ASM130461v1	BioPara	GCF_001304615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/615/GCA_001304615.1_ASM130461v1	
GCA_001317315.1	PRJNA296416	SAMN04087218	LKCM00000000.1	na	1719120	1719120	Candidatus Methanoperedens sp. BLZ1		BLZ1	latest	Contig	Major	Full	2015/10/15	ASM131731v1	Radboud University Nijmegen	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/317/315/GCA_001317315.1_ASM131731v1	derived from metagenome
GCA_001564175.1	PRJNA286221	SAMN04124449	LKMT00000000.1	na	1727653	1727653	Haloferacaceae archaeon PL-Br10_E2g46		PL-Br10_E2g46	latest	Contig	Major	Full	2016/02/19	ASM156417v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/175/GCA_001564175.1_ASM156417v1	derived from metagenome
GCA_001563965.1	PRJNA286221	SAMN04124448	LKMS00000000.1	na	1727654	1727654	Haloferacaceae archaeon PL-Br10_E2g29		PL-Br10_E2g29	latest	Contig	Major	Full	2016/02/19	ASM156396v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/965/GCA_001563965.1_ASM156396v1	derived from metagenome
GCA_001564005.1	PRJNA286221	SAMN04124450	LKMU00000000.1	na	1727655	1727655	Halorubrum sp. PL-Br10_E2g5		PL-Br10_E2g5	latest	Contig	Major	Full	2016/02/19	ASM156400v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/005/GCA_001564005.1_ASM156400v1	derived from metagenome
GCA_001564205.1	PRJNA286221	SAMN04124455	LKMY00000000.1	na	1727663	1727663	Nanohaloarchaea archaeon PL-Br10_U2g5		PL-Br10_U2g5	latest	Contig	Major	Full	2016/02/19	ASM156420v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/205/GCA_001564205.1_ASM156420v1	derived from metagenome
GCA_001564195.1	PRJNA286221	SAMN04124453	LKMW00000000.1	na	1727664	1727664	Nanohaloarchaea archaeon PL-Br10_U2g19		PL-Br10_U2g19	latest	Contig	Major	Full	2016/02/19	ASM156419v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/195/GCA_001564195.1_ASM156419v1	derived from metagenome
GCA_001563995.1	PRJNA286221	SAMN04124452	LKMV00000000.1	na	1727665	1727665	Nanohaloarchaea archaeon PL-Br10_U2g16		PL-Br10_U2g16	latest	Contig	Major	Full	2016/02/19	ASM156399v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/995/GCA_001563995.1_ASM156399v1	derived from metagenome
GCA_001564035.1	PRJNA286221	SAMN04124454	LKMX00000000.1	na	1727666	1727666	Nanohaloarchaea archaeon PL-Br10_U2g27		PL-Br10_U2g27	latest	Contig	Major	Full	2016/02/19	ASM156403v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/035/GCA_001564035.1_ASM156403v1	derived from metagenome
GCA_001563955.1	PRJNA286221	SAMN04124447	LKMR00000000.1	na	1727667	1727667	Natrialbaceae archaeon PL-Br10_E2g26		PL-Br10_E2g26	latest	Contig	Major	Full	2016/02/19	ASM156395v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/955/GCA_001563955.1_ASM156395v1	derived from metagenome
GCA_001564135.1	PRJNA286221	SAMN04125316	LKNH00000000.1	na	1729450	1729450	Halobacteriaceae archaeon Tc-Br11_E2g27		Tc-Br11_E2g27	latest	Contig	Major	Full	2016/02/19	ASM156413v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/135/GCA_001564135.1_ASM156413v1	derived from metagenome
GCA_001564085.1	PRJNA286221	SAMN04125313	LKNE00000000.1	na	1729451	1729451	Haloferacaceae archaeon Tc-Br11_E2g18		Tc-Br11_E2g18	latest	Contig	Major	Full	2016/02/19	ASM156408v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/085/GCA_001564085.1_ASM156408v1	derived from metagenome
GCA_001563875.1	PRJNA286221	SAMN04124417	LKMN00000000.1	na	1729453	1729453	Nanohaloarchaea archaeon B1-Br10_U2g1		B1-Br10_U2g1	latest	Contig	Major	Full	2016/02/19	ASM156387v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/875/GCA_001563875.1_ASM156387v1	derived from metagenome
GCA_001563905.1	PRJNA286221	SAMN04124418	LKMO00000000.1	na	1729454	1729454	Nanohaloarchaea archaeon B1-Br10_U2g19		B1-Br10_U2g19	latest	Contig	Major	Full	2016/02/19	ASM156390v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/905/GCA_001563905.1_ASM156390v1	derived from metagenome
GCA_001563915.1	PRJNA286221	SAMN04124421	LKMP00000000.1	na	1729455	1729455	Nanohaloarchaea archaeon B1-Br10_U2g21		B1-Br10_U2g21	latest	Contig	Major	Full	2016/02/19	ASM156391v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/915/GCA_001563915.1_ASM156391v1	derived from metagenome
GCA_001564145.1	PRJNA286221	SAMN04124435	LKMQ00000000.1	na	1729456	1729456	Nanohaloarchaea archaeon B1-Br10_U2g29		B1-Br10_U2g29	latest	Contig	Major	Full	2016/02/19	ASM156414v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/145/GCA_001564145.1_ASM156414v1	derived from metagenome
GCA_001563805.1	PRJNA286221	SAMN04123323	LKMK00000000.1	na	1729458	1729458	Natrialbaceae archaeon B1-Br10_E2g2		B1-Br10_E2g2	latest	Contig	Major	Full	2016/02/19	ASM156380v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/805/GCA_001563805.1_ASM156380v1	derived from metagenome
GCA_001563885.1	PRJNA286221	SAMN04124416	LKMM00000000.1	na	1729459	1729459	Natrialbaceae archaeon B1-Br10_E2g27		B1-Br10_E2g27	latest	Contig	Major	Full	2016/02/19	ASM156388v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/885/GCA_001563885.1_ASM156388v1	derived from metagenome
GCA_001564255.1	PRJNA286221	SAMN04125286	LKNC00000000.1	na	1729461	1729461	Natrialbaceae archaeon Tc-Br11_E2g1		Tc-Br11_E2g1	latest	Contig	Major	Full	2016/02/19	ASM156425v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/255/GCA_001564255.1_ASM156425v1	derived from metagenome
GCA_001564275.1	PRJNA286221	SAMN04125312	LKND00000000.1	na	1729462	1729462	Natrialbaceae archaeon Tc-Br11_E2g14		Tc-Br11_E2g14	latest	Contig	Major	Full	2016/02/19	ASM156427v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/275/GCA_001564275.1_ASM156427v1	derived from metagenome
GCA_001564285.1	PRJNA286221	SAMN04125314	LKNF00000000.1	na	1729463	1729463	Natrialbaceae archaeon Tc-Br11_E2g28		Tc-Br11_E2g28	latest	Contig	Major	Full	2016/02/19	ASM156428v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/285/GCA_001564285.1_ASM156428v1	derived from metagenome
GCA_001564115.1	PRJNA286221	SAMN04125315	LKNG00000000.1	na	1729464	1729464	Natrialbaceae archaeon Tc-Br11_E2g8		Tc-Br11_E2g8	latest	Contig	Major	Full	2016/02/19	ASM156411v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/115/GCA_001564115.1_ASM156411v1	derived from metagenome
GCA_001563795.1	PRJNA286221	SAMN04123324	LKML00000000.1	na	1732021	1732021	Haloferacaceae archaeon B1-Br10_E2g22		B1-Br10_E2g22	latest	Contig	Major	Full	2016/02/19	ASM156379v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/795/GCA_001563795.1_ASM156379v1	derived from metagenome
GCA_001412355.1	PRJNA293354	SAMN04125645	LKUD00000000.1	na	1735326	1735326	Methanoculleus sp. SDB		SDB	latest	Contig	Major	Full	2015/10/26	ASM141235v1	University of Oklahoma	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/355/GCA_001412355.1_ASM141235v1	derived from metagenome
GCA_001412335.1	PRJNA293354	SAMN04125648	LKUF00000000.1	na	1735327	1735327	Methanolinea sp. SDB		SDB	latest	Contig	Major	Full	2015/10/26	ASM141233v1	University of Oklahoma	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/335/GCA_001412335.1_ASM141233v1	derived from metagenome
GCA_001412415.1	PRJNA293354	SAMN04125649	LKUG00000000.1	na	1735328	1735328	Methanosaeta sp. SDB		SDB	latest	Contig	Major	Full	2015/10/26	ASM141241v1	University of Oklahoma	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/415/GCA_001412415.1_ASM141241v1	derived from metagenome ; low contig N50
GCA_001761425.1	PRJNA296403	SAMN04191486		na	1737403	1737403	Nanohaloarchaea archaeon SG9			latest	Complete Genome	Major	Full	2016/10/12	ASM176142v1	University of Maryland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/761/425/GCA_001761425.1_ASM176142v1	derived from environmental source
GCA_001542905.1	PRJNA302707	SAMN04278861	LOAJ00000000.1	na	1758255	1758255	Halorubrum sp. SAH-A6	strain=SAH-A6		latest	Contig	Major	Full	2016/01/29	ASM154290v1	Silla university	GCF_001542905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/905/GCA_001542905.1_ASM154290v1	
GCA_001485575.1	PRJDB4415	SAMD00043971	BCNB00000000.1	na	1765055	1765055	Haloarcula sp. CBA1127	strain=CBA1127		latest	Contig	Major	Full	2015/12/19	ASM148557v1	Korea Basic Science Institute	GCF_001485575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/575/GCA_001485575.1_ASM148557v1	
GCA_001485555.1	PRJDB4414	SAMD00043970	BCNA00000000.1	na	1765056	1765056	Haloarcula sp. CBA1128	strain=CBA1128		latest	Contig	Major	Full	2015/12/23	ASM148555v1	Korea Basic Science Institute	GCF_001485555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/555/GCA_001485555.1_ASM148555v1	
GCA_001485535.1	PRJDB4411	SAMD00043969	BCMZ00000000.1	na	1765057	1765057	Halobacterium sp. CBA1132	strain=CBA1132		latest	Contig	Major	Full	2015/12/19	ASM148553v1	Korea Basic Science Institute	GCF_001485535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/535/GCA_001485535.1_ASM148553v1	
GCA_001481295.1	PRJNA305847	SAMN04326629	LOPS00000000.1	representative genome	1769296	1769296	Candidatus Methanomethylophilus sp. 1R26	strain=1R26		latest	Contig	Major	Full	2015/12/22	ASM148129v1	Aarhus University	GCF_001481295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/481/295/GCA_001481295.1_ASM148129v1	
GCA_001515185.1	PRJNA270657	SAMN04385803	LQHI00000000.1	na	1775754	1775754	Hadesarchaea archaeon DG-33		DG-33	latest	Scaffold	Major	Full	2016/01/14	DG-33	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/185/GCA_001515185.1_DG-33	derived from metagenome
GCA_001515195.1	PRJNA270657	SAMN04385804	LQHJ00000000.1	na	1775755	1775755	Hadesarchaea archaeon DG-33-1		DG-33-1	latest	Scaffold	Major	Full	2016/01/14	DG-33-1	University of Texas	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/195/GCA_001515195.1_DG-33-1	derived from metagenome
GCA_001541925.1	PRJNA308059	SAMN04386402	LQMW00000000.1	na	1776294	1776294	Nitrosopumilus sp. Nsub	strain=Nsub		latest	Contig	Major	Full	2016/01/27	ASM154192v1	Hong Kong University of Science and Technology	GCF_001541925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/541/925/GCA_001541925.1_ASM154192v1	
GCA_001515215.1	PRJNA298487	SAMN04159680	LQMP00000000.1	na	1776333	1776333	Hadesarchaea archaeon YNP_N21		YNP_N21	latest	Contig	Major	Full	2016/01/14	metagenomics assembly	Univ of Texas Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/215/GCA_001515215.1_metagenomics_assembly	derived from metagenome
GCA_001515205.2	PRJNA298487	SAMN04159681	LQMQ00000000.1	na	1776334	1776334	Hadesarchaea archaeon YNP_45		YNP_45	latest	Contig	Minor	Full	2016/01/14	ASM151520v2	Univ of Texas Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/515/205/GCA_001515205.2_ASM151520v2	derived from metagenome
GCA_001593875.1	PRJNA312413	SAMN04412732	LUCA00000000.1	na	1779367	1779367	Candidatus Bathyarchaeota archaeon B23		B23	latest	Scaffold	Major	Full	2016/03/18	ASM159387v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/875/GCA_001593875.1_ASM159387v1	derived from metagenome
GCA_001593865.1	PRJNA312413	SAMN04412733	LUCB00000000.1	na	1779368	1779368	Candidatus Bathyarchaeota archaeon B24		B24	latest	Scaffold	Major	Full	2016/03/18	ASM159386v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/865/GCA_001593865.1_ASM159386v1	derived from metagenome
GCA_001593855.1	PRJNA312413	SAMN04412734	LUCC00000000.1	na	1779369	1779369	Candidatus Bathyarchaeota archaeon B25		B25	latest	Scaffold	Major	Full	2016/03/18	ASM159385v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/855/GCA_001593855.1_ASM159385v1	derived from metagenome
GCA_001593925.1	PRJNA312413	SAMN04412735	LUCD00000000.1	na	1779370	1779370	Candidatus Bathyarchaeota archaeon B26-1		B26-1	latest	Scaffold	Major	Full	2016/03/18	ASM159392v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/925/GCA_001593925.1_ASM159392v1	derived from metagenome
GCA_001593935.1	PRJNA312413	SAMN04412736	LUCE00000000.1	na	1779371	1779371	Candidatus Bathyarchaeota archaeon B26-2		B26-2	latest	Scaffold	Major	Full	2016/03/18	ASM159393v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/935/GCA_001593935.1_ASM159393v1	derived from metagenome
GCA_001593845.1	PRJNA312413	SAMN04412737	LUCF00000000.1	na	1779372	1779372	Candidatus Bathyarchaeota archaeon B63		B63	latest	Scaffold	Major	Full	2016/03/18	ASM159384v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/845/GCA_001593845.1_ASM159384v1	derived from metagenome
GCA_001577155.1	PRJNA309376	SAMN04423169	LSCO00000000.1	na	1781242	1781242	Candidatus Bathyarchaeota archaeon TCS64		TCS64	latest	Contig	Major	Full	2016/02/29	ASM157715v1	Hong Kong University of Science And Technology	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/155/GCA_001577155.1_ASM157715v1	derived from environmental source
GCA_001577555.1	PRJNA308326	SAMN04432769	LSRU00000000.1	na	1794907	1794907	Methanohalophilus sp. T328-1		T328-1	latest	Contig	Major	Full	2016/02/29	ASM157755v1	The Ohio State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/555/GCA_001577555.1_ASM157755v1	derived from metagenome
GCA_001577565.1	PRJNA308326	SAMN04432770	LSRV00000000.1	na	1794908	1794908	Methanolobus sp. T82-4		T82-4	latest	Contig	Major	Full	2016/02/29	ASM157756v1	The Ohio State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/565/GCA_001577565.1_ASM157756v1	derived from metagenome
GCA_001768965.1	PRJNA288027	SAMN04316260	MEMY00000000.1	na	1797286	1797286	archaeon RBG_16_50_20			latest	Scaffold	Major	Full	2016/10/18	ASM176896v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/768/965/GCA_001768965.1_ASM176896v1	derived from metagenome
GCA_001775955.1	PRJNA288027	SAMN04316269	MEZD00000000.1	na	1797377	1797377	Candidatus Bathyarchaeota archaeon RBG_13_38_9			latest	Scaffold	Major	Full	2016/10/18	ASM177595v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/775/955/GCA_001775955.1_ASM177595v1	derived from metagenome
GCA_001774235.1	PRJNA288027	SAMN04316268	MEZE00000000.1	na	1797378	1797378	Candidatus Bathyarchaeota archaeon RBG_13_46_16b			latest	Scaffold	Major	Full	2016/10/18	ASM177423v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/774/235/GCA_001774235.1_ASM177423v1	derived from metagenome
GCA_001774245.1	PRJNA288027	SAMN04316267	MEZF00000000.1	na	1797379	1797379	Candidatus Bathyarchaeota archaeon RBG_13_52_12			latest	Scaffold	Major	Full	2016/10/18	ASM177424v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/774/245/GCA_001774245.1_ASM177424v1	derived from metagenome
GCA_001775965.1	PRJNA288027	SAMN04316270	MEZG00000000.1	na	1797380	1797380	Candidatus Bathyarchaeota archaeon RBG_13_60_20			latest	Scaffold	Major	Full	2016/10/18	ASM177596v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/775/965/GCA_001775965.1_ASM177596v1	derived from metagenome
GCA_001775995.1	PRJNA288027	SAMN04316259	MEZH00000000.1	na	1797381	1797381	Candidatus Bathyarchaeota archaeon RBG_16_48_13			latest	Scaffold	Major	Full	2016/10/18	ASM177599v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/775/995/GCA_001775995.1_ASM177599v1	derived from metagenome
GCA_001776015.1	PRJNA288027	SAMN04316258	MEZI00000000.1	na	1797382	1797382	Candidatus Bathyarchaeota archaeon RBG_16_57_9			latest	Scaffold	Major	Full	2016/10/18	ASM177601v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/776/015/GCA_001776015.1_ASM177601v1	derived from metagenome
GCA_001800665.1	PRJNA288027	SAMN04316266	MGVV00000000.1	na	1797976	1797976	Euryarchaeota archaeon RBG_13_31_8			latest	Scaffold	Major	Full	2016/10/20	ASM180066v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/800/665/GCA_001800665.1_ASM180066v1	derived from metagenome ; low contig N50
GCA_001800675.1	PRJNA288027	SAMN04316265	MGVW00000000.1	na	1797977	1797977	Euryarchaeota archaeon RBG_13_57_23			latest	Scaffold	Major	Full	2016/10/20	ASM180067v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/800/675/GCA_001800675.1_ASM180067v1	derived from metagenome
GCA_001800715.1	PRJNA288027	SAMN04316264	MGVX00000000.1	na	1797978	1797978	Euryarchaeota archaeon RBG_13_61_15			latest	Scaffold	Major	Full	2016/10/20	ASM180071v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/800/715/GCA_001800715.1_ASM180071v1	derived from metagenome ; low contig N50
GCA_001800735.1	PRJNA288027	SAMN04316256	MGVY00000000.1	na	1797979	1797979	Euryarchaeota archaeon RBG_16_62_10			latest	Scaffold	Major	Full	2016/10/20	ASM180073v1	Banfield Lab, University of California, Berkeley	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/800/735/GCA_001800735.1_ASM180073v1	derived from metagenome ; low contig N50
